Region Code: AS
"Region Name: Asia"
Country Code: PHL
"Country Name: Philippines"
Export date: 4/17/2026 7:42:03 AM
Source location: "WHO Mortality Database portal"
Metadata information: 

Indicator Code,Indicator Name,Year,Sex,Age group code,Age Group,Number,Percentage of cause-specific deaths out of total deaths,"Age-standardized death rate per 100 000 standard population","Death rate per 100 000 population"
CG1430,Oral conditions,2002,Female,Age_all,[All],23.00000000,0.01404434,0.07853884,0.05687891,
CG1440,Dental caries,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1450,Periodontal disease,2002,Female,Age_all,[All],2.00000000,0.00122125,0.00940942,0.00494599,
CG1460,Edentulism,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1470,Other oral diseases,2002,Female,Age_all,[All],21.00000000,0.01282310,0.06912942,0.05193291,
CG1475,Sudden infant death syndrome,2002,Female,Age_all,[All],69.00000000,0.04213303,0.11203814,0.17063672,
CG1480,Injuries,2002,Female,Age_all,[All],6165.00000000,3.76449468,19.86759093,15.24601994,
CG1490,Unintentional injuries,2002,Female,Age_all,[All],3725.00000000,2.27457302,12.00341519,9.21190986,
CG1500,Road traffic accidents,2002,Female,Age_all,[All],1403.00000000,0.85670495,4.51538119,3.46961330,
CG1510,Poisonings,2002,Female,Age_all,[All],53.00000000,0.03236305,0.14342784,0.13106878,
CG1520,Falls,2002,Female,Age_all,[All],426.00000000,0.26012567,1.97334564,1.05349627,
CG1530,Fires,2002,Female,Age_all,[All],223.00000000,0.13616907,0.72759802,0.55147809,
CG1540,Drownings,2002,Female,Age_all,[All],748.00000000,0.45674648,1.76279340,1.84980096,
CG1541,Exposure to mechanical forces,2002,Female,Age_all,[All],64.00000000,0.03907991,0.17935516,0.15827174,
CG1542,Natural disasters,2002,Female,Age_all,[All],57.00000000,0.03480555,0.15033571,0.14096077,
CG1550,Other unintentional injuries,2002,Female,Age_all,[All],751.00000000,0.45857835,2.55117822,1.85721995,
CG1560,Intentional injuries,2002,Female,Age_all,[All],1348.00000000,0.82312065,4.06491398,3.33359852,
CG1570,Self-inflicted injuries,2002,Female,Age_all,[All],302.00000000,0.18440834,0.84395936,0.74684477,
CG1580,Violence,2002,Female,Age_all,[All],1045.00000000,0.63810169,3.21849596,2.58428075,
CG1590,War,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1600,Other intentional injuries,2002,Female,Age_all,[All],1.00000000,0.00061062,0.00245866,0.00247300,
CG1610,Ill-defined diseases,2002,Female,Age_all,[All],9388.00000000,5.73253464,52.86711175,23.21648584,
CG0768,Ill-defined malignant neoplasms,2002,Female,Age_all,[All],759.00000000,0.46346334,3.30397331,1.87700392,
CG0769,Other malignant neoplasms,2002,Female,Age_all,[All],1267.00000000,0.77366014,5.11371679,3.13328585,
CG0789,Diabetes mellitus and endocrine disorders,2002,Female,Age_all,[All],9489.00000000,5.79420762,44.19929407,23.46625843,
CG1098,Ill-defined circulatory diseases,2002,Female,Age_all,[All],9606.00000000,5.86565059,51.73452121,23.75559896,
CG1099,Other circulatory diseases,2002,Female,Age_all,[All],1528.00000000,0.93303291,7.52971625,3.77873779,
CG1605,Ill-defined injuries/accidents,2002,Female,Age_all,[All],1092.00000000,0.66680100,3.79926177,2.70051156,
CG0395,COVID-19,2002,Female,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0000,All Causes,2003,All,Age_all,[All],396331.00000000,100.00000000,925.17296949,477.20842170,
CG0010,"Communicable, maternal, perinatal and nutritional conditions",2003,All,Age_all,[All],96184.00000000,24.26860377,202.59413505,115.81182101,
CG0020,Infectious and parasitic diseases,2003,All,Age_all,[All],43275.00000000,10.91890364,85.49752622,52.10592775,
CG0030,Tuberculosis,2003,All,Age_all,[All],26771.00000000,6.75470756,60.42099379,32.23403331,
CG0040,STDs excluding HIV,2003,All,Age_all,[All],34.00000000,0.00857869,0.05918762,0.04093822,
CG0050,Syphilis,2003,All,Age_all,[All],5.00000000,0.00126157,0.00836754,0.00602033,
CG0060,Chlamydia,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0070,Gonorrhoea,2003,All,Age_all,[All],1.00000000,0.00025231,0.00447694,0.00120407,
CG0080,Other STDs,2003,All,Age_all,[All],28.00000000,0.00706480,0.04634315,0.03371383,
CG0090,HIV/AIDS,2003,All,Age_all,[All],29.00000000,0.00731712,0.04559779,0.03491790,
CG0100,Diarrhoeal diseases,2003,All,Age_all,[All],4312.00000000,1.08797949,6.20700258,5.19192976,
CG0110,Childhood-cluster diseases,2003,All,Age_all,[All],2237.00000000,0.56442721,2.47129255,2.69349417,
CG0120,Pertussis,2003,All,Age_all,[All],2.00000000,0.00050463,0.00208827,0.00240813,
CG0130,Poliomyelitis,2003,All,Age_all,[All],21.00000000,0.00529860,0.02551892,0.02528537,
CG0140,Diphtheria,2003,All,Age_all,[All],20.00000000,0.00504629,0.01610215,0.02408131,
CG0150,Measles,2003,All,Age_all,[All],1435.00000000,0.36207110,1.15644504,1.72783377,
CG0160,Tetanus,2003,All,Age_all,[All],759.00000000,0.19150659,1.27113818,0.91388560,
CG0170,Meningitis,2003,All,Age_all,[All],1890.00000000,0.47687413,2.00782752,2.27568350,
CG0180,Hepatitis B,2003,All,Age_all,[All],743.00000000,0.18746956,1.32821529,0.89462055,
CG0190,Hepatitis C,2003,All,Age_all,[All],20.00000000,0.00504629,0.04426726,0.02408131,
CG0200,Malaria,2003,All,Age_all,[All],243.00000000,0.06131239,0.42802715,0.29258788,
CG0210,Tropical-cluster diseases,2003,All,Age_all,[All],305.00000000,0.07695588,0.62145843,0.36723993,
CG0220,Trypanosomiasis,2003,All,Age_all,[All],1.00000000,0.00025231,0.00096561,0.00120407,
CG0230,Chagas disease,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2003,All,Age_all,[All],304.00000000,0.07670356,0.62049282,0.36603586,
CG0250,Leishmaniasis,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0270,Onchocerciasis,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2003,All,Age_all,[All],53.00000000,0.01337266,0.12449051,0.06381546,
CG0290,Dengue,2003,All,Age_all,[All],831.00000000,0.20967323,0.80480786,1.00057830,
CG0300,Japanese encephalitis,2003,All,Age_all,[All],3.00000000,0.00075694,0.00275335,0.00361220,
CG0310,Trachoma,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2003,All,Age_all,[All],40.00000000,0.01009257,0.04820319,0.04816261,
CG0330,Ascariasis,2003,All,Age_all,[All],34.00000000,0.00857869,0.03338662,0.04093822,
CG0340,Trichuriasis,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2003,All,Age_all,[All],5.00000000,0.00126157,0.01342965,0.00602033,
CG0360,Other intestinal infections,2003,All,Age_all,[All],1.00000000,0.00025231,0.00138691,0.00120407,
CG0370,Other infectious diseases,2003,All,Age_all,[All],5764.00000000,1.45433993,10.88340134,6.94023264,
CG0380,Respiratory infections,2003,All,Age_all,[All],33376.00000000,8.42124386,93.36172263,40.18688491,
CG0390,Lower respiratory infections,2003,All,Age_all,[All],33247.00000000,8.38869531,93.15404541,40.03156048,
CG0400,Upper respiratory infections,2003,All,Age_all,[All],67.00000000,0.01690506,0.13003296,0.08067238,
CG0410,Otitis media,2003,All,Age_all,[All],62.00000000,0.01564349,0.07764426,0.07465205,
CG0420,Maternal conditions,2003,All,Age_all,[All],1798.00000000,0.45366121,2.27791814,2.16490949,
CG0430,Maternal haemorrhage,2003,All,Age_all,[All],421.00000000,0.10622434,0.53738344,0.50691151,
CG0440,Maternal sepsis,2003,All,Age_all,[All],68.00000000,0.01715738,0.08368316,0.08187644,
CG0450,Hypertensive disorders,2003,All,Age_all,[All],479.00000000,0.12085858,0.60907527,0.57674730,
CG0460,Obstructed labour,2003,All,Age_all,[All],6.00000000,0.00151389,0.00805009,0.00722439,
CG0470,Pregnancy with abortive outcome,2003,All,Age_all,[All],189.00000000,0.04768741,0.24144668,0.22756835,
CG0480,Other maternal conditions,2003,All,Age_all,[All],635.00000000,0.16021961,0.79827950,0.76458149,
CG0490,Perinatal conditions,2003,All,Age_all,[All],13336.00000000,3.36486422,10.42663650,16.05741542,
CG0500,Low birth weight,2003,All,Age_all,[All],950.00000000,0.23969864,0.74274930,1.14386208,
CG0510,Birth asphyxia and birth trauma,2003,All,Age_all,[All],872.00000000,0.22001812,0.68176567,1.04994498,
CG0520,Other perinatal conditions,2003,All,Age_all,[All],11517.00000000,2.90590441,9.00446705,13.86722056,
CG0530,Nutritional deficiencies,2003,All,Age_all,[All],4399.00000000,1.10993084,11.03033156,5.29668345,
CG0540,Protein-energy malnutrition,2003,All,Age_all,[All],2357.00000000,0.59470493,5.88378932,2.83798201,
CG0550,Iodine deficiency,2003,All,Age_all,[All],4.00000000,0.00100926,0.00796206,0.00481626,
CG0560,Vitamin A deficiency,2003,All,Age_all,[All],1.00000000,0.00025231,0.00158183,0.00120407,
CG0570,Iron-deficiency anaemia,2003,All,Age_all,[All],1647.00000000,0.41556174,3.87939857,1.98309562,
CG0580,Other nutritional disorders,2003,All,Age_all,[All],390.00000000,0.09840260,1.25759978,0.46958548,
CG0590,Noncommunicable diseases,2003,All,Age_all,[All],245119.00000000,61.84704199,607.47353901,295.13929296,
CG0600,Malignant neoplasms,2003,All,Age_all,[All],39298.00000000,9.91544946,88.51107421,47.31735987,
CG0610,Mouth and oropharynx cancers,2003,All,Age_all,[All],1975.00000000,0.49832085,4.70221268,2.37802905,
CG0611,a. Lip and oral cavity cancers,2003,All,Age_all,[All],686.00000000,0.17308765,1.72284653,0.82598883,
CG0612,b. Nasopharynx cancers,2003,All,Age_all,[All],522.00000000,0.13170809,1.09255764,0.62852211,
CG0613,c. Other pharynx cancer,2003,All,Age_all,[All],767.00000000,0.19352511,1.88680850,0.92351812,
CG0620,Oesophagus cancer,2003,All,Age_all,[All],422.00000000,0.10647666,1.03637175,0.50811558,
CG0630,Stomach cancer,2003,All,Age_all,[All],1562.00000000,0.39411502,3.76956352,1.88075007,
CG0640,Colon and rectum cancers,2003,All,Age_all,[All],2764.00000000,0.69739687,6.61169208,3.32803661,
CG0650,Liver cancer,2003,All,Age_all,[All],5110.00000000,1.28932635,11.43518393,6.15277391,
CG0660,Pancreas cancer,2003,All,Age_all,[All],976.00000000,0.24625881,2.40537430,1.17516778,
CG0670,"Trachea, bronchus, lung cancers",2003,All,Age_all,[All],6924.00000000,1.74702458,16.73602029,8.33694844,
CG0680,Melanoma and other skin cancers,2003,All,Age_all,[All],259.00000000,0.06534942,0.62019671,0.31185292,
CG0681,a. Malignant skin melanoma,2003,All,Age_all,[All],87.00000000,0.02195135,0.21274114,0.10475368,
CG0682,b. Non-melanoma skin cancer,2003,All,Age_all,[All],172.00000000,0.04339807,0.40745557,0.20709924,
CG0690,Breast cancer,2003,All,Age_all,[All],4123.00000000,1.04029208,8.63585334,4.96436141,
CG0700,Cervix uteri cancer,2003,All,Age_all,[All],1059.00000000,0.26720090,2.13904039,1.27510520,
CG0710,Corpus uteri cancer,2003,All,Age_all,[All],1182.00000000,0.29823557,2.51768773,1.42320524,
CG0720,Ovary cancer,2003,All,Age_all,[All],865.00000000,0.21825192,1.76563967,1.04151652,
CG0730,Prostate cancer,2003,All,Age_all,[All],1398.00000000,0.35273547,4.31643109,1.68328335,
CG0731,Testicular cancer,2003,All,Age_all,[All],64.00000000,0.01614812,0.10626818,0.07706018,
CG0732,Kidney cancer,2003,All,Age_all,[All],413.00000000,0.10420583,0.89721664,0.49727899,
CG0740,Bladder cancer,2003,All,Age_all,[All],277.00000000,0.06989108,0.72366982,0.33352610,
CG0741,Brain and nervous system cancers,2003,All,Age_all,[All],1051.00000000,0.26518239,1.94467443,1.26547268,
CG0742,Gallbladder and biliary tract cancer,2003,All,Age_all,[All],160.00000000,0.04037030,0.40491648,0.19265046,
CG0743,Larynx cancer,2003,All,Age_all,[All],406.00000000,0.10243963,0.98656399,0.48885053,
CG0744,Thyroid cancer,2003,All,Age_all,[All],577.00000000,0.14558538,1.40414948,0.69474570,
CG0745,Mesothelioma,2003,All,Age_all,[All],13.00000000,0.00328009,0.02750349,0.01565285,
CG0750,"Lymphomas, multiple myeloma",2003,All,Age_all,[All],1172.00000000,0.29571242,2.50327191,1.41116458,
CG0751,a. Hodgkin lymphoma,2003,All,Age_all,[All],84.00000000,0.02119441,0.16153150,0.10114149,
CG0752,b. Non-Hodgkin lymphoma,2003,All,Age_all,[All],940.00000000,0.23717549,1.99851873,1.13182142,
CG0753,c. Multiple myeloma,2003,All,Age_all,[All],148.00000000,0.03734252,0.34322168,0.17820167,
CG0760,Leukaemia,2003,All,Age_all,[All],2309.00000000,0.58259384,3.55156710,2.78018688,
CG0780,Other neoplasms,2003,All,Age_all,[All],1997.00000000,0.50387176,4.27662264,2.40451849,
CG0790,Diabetes mellitus,2003,All,Age_all,[All],14196.00000000,3.58185456,36.00788487,17.09291162,
CG0800,Endocrine disorders,2003,All,Age_all,[All],3852.00000000,0.97191489,7.86958759,4.63805970,
CG0810,Neuropsychiatric conditions,2003,All,Age_all,[All],4373.00000000,1.10337067,7.88528369,5.26537775,
CG0820,Unipolar depressive disorders,2003,All,Age_all,[All],47.00000000,0.01185877,0.09554960,0.05659107,
CG0830,Bipolar disorder,2003,All,Age_all,[All],2.00000000,0.00050463,0.00312042,0.00240813,
CG0840,Schizophrenia,2003,All,Age_all,[All],266.00000000,0.06711562,0.47624581,0.32028138,
CG0850,Epilepsy,2003,All,Age_all,[All],1035.00000000,0.26114536,1.31180130,1.24620763,
CG0860,Alcohol use disorders,2003,All,Age_all,[All],553.00000000,0.13952984,0.99051926,0.66584814,
CG0870,Alzheimer and other dementias,2003,All,Age_all,[All],465.00000000,0.11732617,1.49453708,0.55989038,
CG0880,Parkinson disease,2003,All,Age_all,[All],262.00000000,0.06610636,0.77045173,0.31546512,
CG0890,Multiple sclerosis,2003,All,Age_all,[All],35.00000000,0.00883100,0.06727907,0.04214229,
CG0900,Drug use disorders,2003,All,Age_all,[All],65.00000000,0.01640043,0.09137237,0.07826425,
CG0910,Post-traumatic stress disorder,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0920,Obsessive-compulsive disorder,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0930,Panic disorder,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0940,Insomnia (primary),2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0950,Migraine,2003,All,Age_all,[All],3.00000000,0.00075694,0.00364195,0.00361220,
CG0960,Mental Retardation,2003,All,Age_all,[All],1.00000000,0.00025231,0.00119022,0.00120407,
CG0970,Other neuropsychiatric disorders,2003,All,Age_all,[All],1639.00000000,0.41354323,2.57957487,1.97346310,
CG0980,Sense organ diseases,2003,All,Age_all,[All],56.00000000,0.01412960,0.10941274,0.06742766,
CG0990,Glaucoma,2003,All,Age_all,[All],3.00000000,0.00075694,0.01056424,0.00361220,
CG1000,Cataracts,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1010,"Vision disorders, age-related",2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1020,"Hearing loss, adult onset ",2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1030,Other sense organ disorders,2003,All,Age_all,[All],53.00000000,0.01337266,0.09884850,0.06381546,
CG1040,Cardiovascular diseases,2003,All,Age_all,[All],119564.00000000,30.16771335,320.00451033,143.96286874,
CG1050,Rheumatic heart disease,2003,All,Age_all,[All],2414.00000000,0.60908685,3.24506974,2.90661374,
CG1060,Hypertensive heart disease,2003,All,Age_all,[All],10918.00000000,2.75476811,29.81548614,13.14598542,
CG1070,Ischaemic heart disease,2003,All,Age_all,[All],40614.00000000,10.24749515,109.58300984,48.90190987,
CG1080,Cerebrovascular disease,2003,All,Age_all,[All],31468.00000000,7.93982807,83.35002931,37.88952823,
CG1090,Inflammatory heart diseases,2003,All,Age_all,[All],1152.00000000,0.29066614,2.42664066,1.38708328,
CG1110,Respiratory diseases,2003,All,Age_all,[All],21300.00000000,5.37429573,55.44972738,25.64659182,
CG1120,Chronic obstructive pulmonary disease,2003,All,Age_all,[All],10522.00000000,2.65485163,29.87607241,12.66917555,
CG1130,Asthma,2003,All,Age_all,[All],8182.00000000,2.06443604,19.36847274,9.85166264,
CG1140,Other respiratory diseases,2003,All,Age_all,[All],2596.00000000,0.65500806,6.20518223,3.12575363,
CG1150,Digestive diseases,2003,All,Age_all,[All],19751.00000000,4.98346079,43.39657640,23.78149460,
CG1160,Peptic ulcer disease,2003,All,Age_all,[All],5867.00000000,1.48032831,15.06680122,7.06425137,
CG1170,Cirrhosis of the liver,2003,All,Age_all,[All],5793.00000000,1.46165705,12.24867705,6.97515054,
CG1180,Appendicitis,2003,All,Age_all,[All],328.00000000,0.08275911,0.52730303,0.39493343,
CG1181,Gastritis and duodenitis,2003,All,Age_all,[All],211.00000000,0.05323833,0.51629675,0.25405779,
CG1182,Paralytic ileus and intestinal obstruction,2003,All,Age_all,[All],815.00000000,0.20563620,1.74020198,0.98131326,
CG1183,Inflammatory bowel disease,2003,All,Age_all,[All],270.00000000,0.06812488,0.74935699,0.32509764,
CG1184,Gallbladder and biliary diseases,2003,All,Age_all,[All],650.00000000,0.16400433,1.56376364,0.78264247,
CG1185,Pancreatitis,2003,All,Age_all,[All],2823.00000000,0.71228342,4.26357254,3.39907647,
CG1190,Other digestive diseases,2003,All,Age_all,[All],2994.00000000,0.75542917,6.72060319,3.60497164,
CG1200,Genitourinary diseases,2003,All,Age_all,[All],12814.00000000,3.23315612,29.78411226,15.42889331,
CG1210,Nephritis and nephrosis,2003,All,Age_all,[All],10413.00000000,2.62734936,23.36151629,12.53793242,
CG1220,Benign prostatic hypertrophy,2003,All,Age_all,[All],432.00000000,0.10899980,1.45242062,0.52015623,
CG1230,Other genitourinary system diseases,2003,All,Age_all,[All],1969.00000000,0.49680696,4.97017535,2.37080466,
CG1240,Skin diseases,2003,All,Age_all,[All],1302.00000000,0.32851329,3.63160108,1.56769308,
CG1250,Musculoskeletal diseases,2003,All,Age_all,[All],2271.00000000,0.57300590,6.60628193,2.73443240,
CG1260,Rheumatoid arthritis,2003,All,Age_all,[All],490.00000000,0.12363403,1.65259648,0.58999202,
CG1270,Osteoarthritis,2003,All,Age_all,[All],395.00000000,0.09966417,1.39602674,0.47560581,
CG1280,Gout,2003,All,Age_all,[All],200.00000000,0.05046287,0.53248508,0.24081307,
CG1290,Back pain,2003,All,Age_all,[All],11.00000000,0.00277546,0.02501514,0.01324472,
CG1300,Other musculoskeletal disorders,2003,All,Age_all,[All],1175.00000000,0.29646937,3.00015850,1.41477678,
CG1310,Congenital anomalies,2003,All,Age_all,[All],3980.00000000,1.00421113,3.56548576,4.79218007,
CG1320,Abdominal wall defect,2003,All,Age_all,[All],24.00000000,0.00605554,0.01876419,0.02889757,
CG1330,Anencephaly,2003,All,Age_all,[All],22.00000000,0.00555092,0.01725599,0.02648944,
CG1340,Anorectal atresia,2003,All,Age_all,[All],51.00000000,0.01286803,0.04029372,0.06140733,
CG1350,Cleft lip,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1360,Cleft palate,2003,All,Age_all,[All],17.00000000,0.00428934,0.01340516,0.02046911,
CG1370,Oesophageal atresia,2003,All,Age_all,[All],8.00000000,0.00201851,0.01144908,0.00963252,
CG1380,Renal agenesis,2003,All,Age_all,[All],2.00000000,0.00050463,0.00340148,0.00240813,
CG1390,Down syndrome,2003,All,Age_all,[All],127.00000000,0.03204392,0.11955010,0.15291630,
CG1400,Congenital heart anomalies,2003,All,Age_all,[All],2546.00000000,0.64239234,2.23501399,3.06555036,
CG1410,Spina bifida,2003,All,Age_all,[All],44.00000000,0.01110183,0.03603461,0.05297888,
CG1420,Other Congenital anomalies,2003,All,Age_all,[All],1139.00000000,0.28738605,1.07031743,1.37143043,
CG1430,Oral conditions,2003,All,Age_all,[All],73.00000000,0.01841895,0.14708045,0.08789677,
CG1440,Dental caries,2003,All,Age_all,[All],2.00000000,0.00050463,0.00312638,0.00240813,
CG1450,Periodontal disease,2003,All,Age_all,[All],14.00000000,0.00353240,0.03011895,0.01685691,
CG1460,Edentulism,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1470,Other oral diseases,2003,All,Age_all,[All],57.00000000,0.01438192,0.11383511,0.06863172,
CG1475,Sudden infant death syndrome,2003,All,Age_all,[All],292.00000000,0.07367579,0.22829768,0.35158708,
CG1480,Injuries,2003,All,Age_all,[All],33957.00000000,8.56783850,51.43306852,40.88644687,
CG1490,Unintentional injuries,2003,All,Age_all,[All],14587.00000000,3.68050947,22.58155164,17.56370117,
CG1500,Road traffic accidents,2003,All,Age_all,[All],6067.00000000,1.53079118,9.19408780,7.30506444,
CG1510,Poisonings,2003,All,Age_all,[All],157.00000000,0.03961335,0.21181741,0.18903826,
CG1520,Falls,2003,All,Age_all,[All],1540.00000000,0.38856410,3.33393926,1.85426063,
CG1530,Fires,2003,All,Age_all,[All],542.00000000,0.13675438,0.87900301,0.65260342,
CG1540,Drownings,2003,All,Age_all,[All],2822.00000000,0.71203111,3.55790514,3.39787240,
CG1541,Exposure to mechanical forces,2003,All,Age_all,[All],264.00000000,0.06661099,0.37305590,0.31787325,
CG1542,Natural disasters,2003,All,Age_all,[All],309.00000000,0.07796514,0.44595073,0.37205619,
CG1550,Other unintentional injuries,2003,All,Age_all,[All],2886.00000000,0.72817922,4.58579239,3.47493258,
CG1560,Intentional injuries,2003,All,Age_all,[All],14867.00000000,3.75115749,21.43374130,17.90083946,
CG1570,Self-inflicted injuries,2003,All,Age_all,[All],1544.00000000,0.38957336,2.17006859,1.85907689,
CG1580,Violence,2003,All,Age_all,[All],13100.00000000,3.30531803,18.95500390,15.77325600,
CG1590,War,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG1600,Other intentional injuries,2003,All,Age_all,[All],223.00000000,0.05626610,0.30866881,0.26850657,
CG1610,Ill-defined diseases,2003,All,Age_all,[All],21071.00000000,5.31651574,63.67222690,25.37086086,
CG0768,Ill-defined malignant neoplasms,2003,All,Age_all,[All],1513.00000000,0.38175162,3.51864487,1.82175086,
CG0769,Other malignant neoplasms,2003,All,Age_all,[All],2724.00000000,0.68730430,5.75136036,3.27987400,
CG0789,Diabetes mellitus and endocrine disorders,2003,All,Age_all,[All],18048.00000000,4.55376945,43.87747246,21.73097132,
CG1098,Ill-defined circulatory diseases,2003,All,Age_all,[All],29950.00000000,7.55681488,83.75543424,36.06175704,
CG1099,Other circulatory diseases,2003,All,Age_all,[All],3048.00000000,0.76905415,7.82884041,3.66999117,
CG1605,Ill-defined injuries/accidents,2003,All,Age_all,[All],4503.00000000,1.13617153,7.41777559,5.42190624,
CG0395,COVID-19,2003,All,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0000,All Causes,2003,Male,Age_all,[All],233739.00000000,100.00000000,1193.53967580,559.83258505,
CG0010,"Communicable, maternal, perinatal and nutritional conditions",2003,Male,Age_all,[All],54545.00000000,23.33585752,256.17032763,130.64173438,
CG0020,Infectious and parasitic diseases,2003,Male,Age_all,[All],27933.00000000,11.95050890,123.04474219,66.90284291,
CG0030,Tuberculosis,2003,Male,Age_all,[All],18367.00000000,7.85790989,92.23616654,43.99114007,
CG0040,STDs excluding HIV,2003,Male,Age_all,[All],5.00000000,0.00213914,0.02881774,0.01197559,
CG0050,Syphilis,2003,Male,Age_all,[All],4.00000000,0.00171131,0.01610605,0.00958047,
CG0060,Chlamydia,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0070,Gonorrhoea,2003,Male,Age_all,[All],1.00000000,0.00042783,0.01271169,0.00239512,
CG0080,Other STDs,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0090,HIV/AIDS,2003,Male,Age_all,[All],18.00000000,0.00770090,0.06137509,0.04311213,
CG0100,Diarrhoeal diseases,2003,Male,Age_all,[All],2427.00000000,1.03833763,7.26922958,5.81295241,
CG0110,Childhood-cluster diseases,2003,Male,Age_all,[All],1357.00000000,0.58056208,3.22883443,3.25017570,
CG0120,Pertussis,2003,Male,Age_all,[All],2.00000000,0.00085566,0.00411995,0.00479024,
CG0130,Poliomyelitis,2003,Male,Age_all,[All],12.00000000,0.00513393,0.02374604,0.02874142,
CG0140,Diphtheria,2003,Male,Age_all,[All],8.00000000,0.00342262,0.01251386,0.01916095,
CG0150,Measles,2003,Male,Age_all,[All],753.00000000,0.32215420,1.18278138,1.80352417,
CG0160,Tetanus,2003,Male,Age_all,[All],582.00000000,0.24899567,2.00567320,1.39395892,
CG0170,Meningitis,2003,Male,Age_all,[All],1075.00000000,0.45991469,2.30410729,2.57475230,
CG0180,Hepatitis B,2003,Male,Age_all,[All],528.00000000,0.22589298,1.90008269,1.26462253,
CG0190,Hepatitis C,2003,Male,Age_all,[All],12.00000000,0.00513393,0.05442253,0.02874142,
CG0200,Malaria,2003,Male,Age_all,[All],159.00000000,0.06802459,0.61210732,0.38082383,
CG0210,Tropical-cluster diseases,2003,Male,Age_all,[All],216.00000000,0.09241077,0.94301303,0.51734558,
CG0220,Trypanosomiasis,2003,Male,Age_all,[All],1.00000000,0.00042783,0.00189409,0.00239512,
CG0230,Chagas disease,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0240,Schistosomiasis,2003,Male,Age_all,[All],215.00000000,0.09198294,0.94111894,0.51495046,
CG0250,Leishmaniasis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0260,lymphatic filariasis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0270,Onchocerciasis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0280,Leprosy,2003,Male,Age_all,[All],40.00000000,0.01711310,0.18990811,0.09580474,
CG0290,Dengue,2003,Male,Age_all,[All],382.00000000,0.16343015,0.75631322,0.91493524,
CG0300,Japanese encephalitis,2003,Male,Age_all,[All],3.00000000,0.00128348,0.00540024,0.00718536,
CG0310,Trachoma,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0320,Intestinal nematode infections,2003,Male,Age_all,[All],22.00000000,0.00941221,0.06291646,0.05269261,
CG0330,Ascariasis,2003,Male,Age_all,[All],17.00000000,0.00727307,0.03110824,0.04071701,
CG0340,Trichuriasis,2003,Male,Age_all,[All],0.00000000,0.00000000,0.00000000,0.00000000,
CG0350,Hookworm disease,2003,Male,Age_all,[All],4.00000000,0.00171131,0.02904212,0.00958047,
CG0360,Other intestinal infections,2003,Male,Age_all,[All],1.00000000,0.00042783,0.00276609,0.00239512,
CG0370,Other infectious diseases,2003,Male,Age_all,[All],3322.00000000,1.42124335,13.39204792,7.95658340,
CG0380,Respiratory infections,2003,Male,Age_all,[All],16569.00000000,7.08867583,108.65880721,39.68471715,
CG0390,Lower respiratory infections,2003,Male,Age_all,[All],16498.00000000,7.05830007,108.42874069,39.51466374,
CG0400,Upper respiratory infections,2003,Male,Age_all,[All],32.00000000,0.01369048,0.12756215,0.07664379,
