,2015,2015_lower, 2015_upper, 2015_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote
Sierra Leone,61 ,54 , 69,,43 ,38 , 48,,,,,,61 ,54 , 69,,54 ,48 , 62,,... ,... , ...,,65 ,57 , 74,,64 ,57 , 73,,... ,... , ...,,68 ,60 , 78,,71 ,62 , 81,,... ,... , ...,,71 ,62 , 82,,77 ,68 , 89,,... ,... , ...,,73 ,64 , 85,,83 ,72 , 96,,... ,... , ...,,79 ,68 , 92,,94 ,81 , >98,,... ,... , ...,,89 ,76 , >98,,95 ,81 , >98,,... ,... , ...,,93 ,80 , >98,,94 ,81 , >98,,... ,... , ...,,95 ,80 , >98,,>98 ,85 , >98,,... ,... , ...,
Singapore,83 ,75 , 91,"Children estimates were not available at the time of publication.",85 ,76 , 93,"Children estimates were not available at the time of publication.",97 ,87 , >98,"Children estimates were not available at the time of publication.",84 ,75 , 92,"Children estimates were not available at the time of publication.",86 ,76 , 94,"Children estimates were not available at the time of publication.",>98 ,89 , >98,"Children estimates were not available at the time of publication.",85 ,75 , 93,"Children estimates were not available at the time of publication.",85 ,75 , 93,"Children estimates were not available at the time of publication.",98 ,87 , >98,"Children estimates were not available at the time of publication.",86 ,76 , 95,"Children estimates were not available at the time of publication.",85 ,75 , 93,"Children estimates were not available at the time of publication.",93 ,82 , >98,"Children estimates were not available at the time of publication.",86 ,76 , 95,"Children estimates were not available at the time of publication.",91 ,80 , >98,"Children estimates were not available at the time of publication.",98 ,86 , >98,"Children estimates were not available at the time of publication.",88 ,77 , 97,"Children estimates were not available at the time of publication.",94 ,82 , >98,"Children estimates were not available at the time of publication.",97 ,86 , >98,"Children estimates were not available at the time of publication.",86 ,75 , 96,"Children estimates were not available at the time of publication.",90 ,79 , >98,"Children estimates were not available at the time of publication.",97 ,85 , >98,"Children estimates were not available at the time of publication.",88 ,76 , 98,"Children estimates were not available at the time of publication.",90 ,78 , >98,"Children estimates were not available at the time of publication.",>98 ,85 , >98,"Children estimates were not available at the time of publication.",88 ,76 , >98,"Children estimates were not available at the time of publication.",95 ,83 , >98,"Children estimates were not available at the time of publication.",>98 ,86 , >98,"Children estimates were not available at the time of publication.",,,,,,,,,,,,
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,84 ,73 , 96,"Children estimates were not available at the time of publication.",78 ,68 , 89,"Children estimates were not available at the time of publication.",,,,,89 ,78 , >98,"Children estimates were not available at the time of publication.",71 ,62 , 80,"Children estimates were not available at the time of publication.",94 ,82 , >98,"Children estimates were not available at the time of publication.",93 ,81 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",,,,,96 ,84 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",,,,,97 ,86 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",,,,,84 ,76 , 92,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",,,,,76 ,69 , 83,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",,,,,79 ,72 , 86,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",,,,
Slovenia,87 ,74 , >98,"Children estimates were not available at the time of publication.",63 ,54 , 72,"Children estimates were not available at the time of publication.",,,,,86 ,74 , 98,"Children estimates were not available at the time of publication.",78 ,67 , 89,"Children estimates were not available at the time of publication.",,,,,82 ,71 , 94,"Children estimates were not available at the time of publication.",91 ,79 , >98,"Children estimates were not available at the time of publication.",,,,,80 ,69 , 92,"Children estimates were not available at the time of publication.",89 ,76 , >98,"Children estimates were not available at the time of publication.",95 ,82 , >98,"Children estimates were not available at the time of publication.",83 ,71 , 95,"Children estimates were not available at the time of publication.",84 ,73 , 97,"Children estimates were not available at the time of publication.",97 ,83 , >98,"Children estimates were not available at the time of publication.",84 ,73 , 96,"Children estimates were not available at the time of publication.",87 ,75 , >98,"Children estimates were not available at the time of publication.",96 ,83 , >98,"Children estimates were not available at the time of publication.",85 ,74 , >98,"Children estimates were not available at the time of publication.",83 ,72 , 95,"Children estimates were not available at the time of publication.",96 ,83 , >98,"Children estimates were not available at the time of publication.",90 ,79 , >98,"Children estimates were not available at the time of publication.",77 ,67 , 88,"Children estimates were not available at the time of publication.",>98 ,86 , >98,"Children estimates were not available at the time of publication.",91 ,79 , >98,"Children estimates were not available at the time of publication.",79 ,69 , 90,"Children estimates were not available at the time of publication.",>98 ,87 , >98,"Children estimates were not available at the time of publication.",96 ,84 , >98,"Children estimates were not available at the time of publication.",87 ,76 , >98,"Children estimates were not available at the time of publication.",>98 ,88 , >98,"Children estimates were not available at the time of publication."
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,... ,... , ...,,,,,,,,,,... ,... , ...,,,,,,,,,,... ,... , ...,,,,,,,,,,... ,... , ...,,,,,,,,,,... ,... , ...,,,,,,,,,,... ,... , ...,
South Africa,90 ,84 , >98,,64 ,59 , 69,,86 ,80 , 93,,92 ,85 , >98,,69 ,64 , 75,,87 ,81 , 94,,93 ,87 , >98,,75 ,69 , 81,,89 ,83 , 97,,94 ,87 , >98,,79 ,73 , 85,,90 ,83 , 97,,95 ,88 , >98,,81 ,75 , 88,,90 ,84 , 98,,96 ,89 , >98,,83 ,77 , 90,,91 ,84 , >98,,96 ,88 , >98,,84 ,78 , 92,,92 ,84 , >98,,96 ,89 , >98,,85 ,79 , 93,,92 ,85 , >98,,96 ,89 , >98,,86 ,80 , 94,,93 ,85 , >98,,96 ,89 , >98,,87 ,80 , 94,,93 ,86 , >98,
South Sudan,... ,... , ...,,... ,... , ...,,,,,,... ,... , ...,,... ,... , ...,,,,,,... ,... , ...,,... ,... , ...,,,,,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,84 ,71 , >98,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,,... ,... , ...,
Spain,,,,,,,,,,,,,89 ,77 , >98,,96 ,83 , >98,,96 ,83 , >98,,91 ,79 , >98,,96 ,83 , >98,,94 ,81 , >98,,,,,,,,,,,,,,,,,,,,,,95 ,81 , >98,,,,,,,,,,,,,,86 ,73 , >98,,>98 ,84 , >98,,94 ,79 , >98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,,,,,,,,,,,,,,,,,,,,,83 ,75 , 93,"Children estimates were not available at the time of publication.",55 ,49 , 61,"Children estimates were not available at the time of publication.",64 ,57 , 71,"Children estimates were not available at the time of publication.",87 ,77 , 96,"Children estimates were not available at the time of publication.",60 ,54 , 67,"Children estimates were not available at the time of publication.",67 ,60 , 75,"Children estimates were not available at the time of publication.",87 ,77 , 96,"Children estimates were not available at the time of publication.",67 ,60 , 75,"Children estimates were not available at the time of publication.",67 ,60 , 74,"Children estimates were not available at the time of publication.",94 ,84 , >98,"Children estimates were not available at the time of publication.",72 ,65 , 81,"Children estimates were not available at the time of publication.",69 ,62 , 78,"Children estimates were not available at the time of publication.",89 ,80 , >98,"Children estimates were not available at the time of publication.",79 ,71 , 89,"Children estimates were not available at the time of publication.",69 ,62 , 78,"Children estimates were not available at the time of publication.",85 ,77 , 96,"Children estimates were not available at the time of publication.",84 ,75 , 94,"Children estimates were not available at the time of publication.",72 ,64 , 80,"Children estimates were not available at the time of publication.",86 ,78 , 97,"Children estimates were not available at the time of publication.",93 ,83 , >98,"Children estimates were not available at the time of publication.",70 ,62 , 78,"Children estimates were not available at the time of publication.",90 ,80 , >98,"Children estimates were not available at the time of publication.",>98 ,89 , >98,"Children estimates were not available at the time of publication.",72 ,63 , 81,"Children estimates were not available at the time of publication.",90 ,79 , >98,"Children estimates were not available at the time of publication."
Sudan,29 ,24 , 38,,43 ,35 , 56,,,,,,34 ,27 , 45,,48 ,38 , 62,,,,,,38 ,30 , 50,,54 ,43 , 71,,,,,,42 ,33 , 56,,55 ,43 , 74,,... ,... , ...,,41 ,32 , 55,,61 ,47 , 82,,... ,... , ...,,42 ,32 , 57,,66 ,51 , 90,,... ,... , ...,,42 ,32 , 58,,60 ,46 , 84,,... ,... , ...,,41 ,32 , 58,,59 ,45 , 83,,... ,... , ...,,40 ,30 , 57,,55 ,42 , 79,,... ,... , ...,,38 ,29 , 55,,51 ,38 , 74,,... ,... , ...,
Suriname,67 ,60 , 76,,72 ,65 , 82,,82 ,74 , 93,,67 ,60 , 76,,77 ,69 , 87,,79 ,71 , 89,,66 ,60 , 75,,78 ,70 , 88,,86 ,77 , 98,,64 ,58 , 73,,83 ,75 , 94,,87 ,78 , >98,,62 ,56 , 70,,84 ,75 , 94,,91 ,82 , >98,,70 ,63 , 78,,86 ,78 , 97,,86 ,77 , 96,,66 ,59 , 73,,87 ,78 , 97,,86 ,77 , 96,,62 ,55 , 68,,87 ,78 , 96,,88 ,79 , 97,,64 ,57 , 71,,98 ,88 , >98,,88 ,79 , 97,,66 ,59 , 74,,93 ,84 , >98,,85 ,77 , 95,
Sweden,>98 ,87 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",95 ,84 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",97 ,86 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",>98 ,88 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",96 ,85 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",98 ,86 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",>98 ,88 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",97 ,86 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",97 ,86 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",>98 ,87 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",97 ,86 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",97 ,86 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",>98 ,88 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",97 ,86 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",98 ,86 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",>98 ,87 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",98 ,87 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",>98 ,87 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",97 ,86 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",98 ,86 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",>98 ,87 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",98 ,86 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",>98 ,86 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",98 ,86 , >98,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/).",... ,... , ...,"Numbers are estimated by UNAIDS using the Spectrum model, based on the official national estimates. Any differences are within uncertainty margins of both sets of estimates, reflecting methodologies and assumptions. (https://pubmed.ncbi.nlm.nih.gov/39421951/)."
Switzerland,87 ,76 , >98,"Children estimates were not available at the time of publication.",96 ,85 , >98,"Children estimates were not available at the time of publication.",91 ,80 , >98,"Children estimates were not available at the time of publication.",89 ,78 , >98,"Children estimates were not available at the time of publication.",>98 ,87 , >98,"Children estimates were not available at the time of publication.",91 ,80 , >98,"Children estimates were not available at the time of publication.",92 ,81 , >98,"Children estimates were not available at the time of publication.",96 ,84 , >98,"Children estimates were not available at the time of publication.",97 ,84 , >98,"Children estimates were not available at the time of publication.",93 ,81 , >98,"Children estimates were not available at the time of publication.",97 ,84 , >98,"Children estimates were not available at the time of publication.",96 ,83 , >98,"Children estimates were not available at the time of publication.",92 ,80 , >98,"Children estimates were not available at the time of publication.",97 ,84 , >98,"Children estimates were not available at the time of publication.",96 ,83 , >98,"Children estimates were not available at the time of publication.",92 ,80 , >98,"Children estimates were not available at the time of publication.",>98 ,85 , >98,"Children estimates were not available at the time of publication.",96 ,83 , >98,"Children estimates were not available at the time of publication.",93 ,79 , >98,"Children estimates were not available at the time of publication.",97 ,83 , >98,"Children estimates were not available at the time of publication.",97 ,83 , >98,"Children estimates were not available at the time of publication.",92 ,79 , >98,"Children estimates were not available at the time of publication.",98 ,84 , >98,"Children estimates were not available at the time of publication.",>98 ,85 , >98,"Children estimates were not available at the time of publication.",91 ,78 , >98,"Children estimates were not available at the time of publication.",>98 ,84 , >98,"Children estimates were not available at the time of publication.",>98 ,85 , >98,"Children estimates were not available at the time of publication.",,,,,,,,,,,,
Syrian Arab Republic,64 ,57 , 74,"Children estimates were not available at the time of publication.",43 ,38 , 49,"Children estimates were not available at the time of publication.",,,,,66 ,59 , 76,"Children estimates were not available at the time of publication.",44 ,39 , 50,"Children estimates were not available at the time of publication.",,,,,69 ,60 , 78,"Children estimates were not available at the time of publication.",49 ,43 , 56,"Children estimates were not available at the time of publication.",,,,,71 ,62 , 81,"Children estimates were not available at the time of publication.",54 ,48 , 62,"Children estimates were not available at the time of publication.",,,,,73 ,63 , 84,"Children estimates were not available at the time of publication.",59 ,51 , 68,"Children estimates were not available at the time of publication.",,,,,74 ,63 , 86,"Children estimates were not available at the time of publication.",60 ,51 , 70,"Children estimates were not available at the time of publication.",,,,,74 ,64 , 88,"Children estimates were not available at the time of publication.",58 ,49 , 68,"Children estimates were not available at the time of publication.",,,,,75 ,63 , 90,"Children estimates were not available at the time of publication.",52 ,44 , 62,"Children estimates were not available at the time of publication.",,,,,77 ,64 , 95,"Children estimates were not available at the time of publication.",52 ,43 , 64,"Children estimates were not available at the time of publication.",,,,,78 ,63 , >98,"Children estimates were not available at the time of publication.",52 ,42 , 66,"Children estimates were not available at the time of publication.",,,,
Tajikistan,45 ,43 , 46,,69 ,67 , 71,,... ,... , ...,,51 ,50 , 52,,78 ,75 , 80,,... ,... , ...,,58 ,57 , 60,,83 ,80 , 85,,69 ,66 , 70,,67 ,65 , 69,,84 ,81 , 86,,73 ,70 , 75,,74 ,72 , 76,,89 ,86 , 91,,76 ,73 , 78,,81 ,78 , 83,,90 ,87 , 93,,88 ,85 , 91,,85 ,82 , 87,,91 ,88 , 94,,90 ,87 , 93,,90 ,86 , 93,,93 ,89 , 96,,90 ,87 , 93,,94 ,91 , 98,,93 ,90 , 96,,91 ,87 , 94,,>98 ,98 , >98,,93 ,90 , 97,,92 ,88 , 95,
Thailand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77 ,68 , 88,,90 ,79 , >98,,97 ,85 , >98,,82 ,72 , 94,,89 ,77 , >98,,97 ,84 , >98,,81 ,71 , 94,,95 ,82 , >98,,97 ,84 , >98,,85 ,74 , >98,,94 ,81 , >98,,97 ,84 , >98,,89 ,76 , >98,,93 ,80 , >98,,97 ,83 , >98,,93 ,79 , >98,,94 ,80 , >98,,>98 ,85 , >98,,96 ,81 , >98,,94 ,79 , >98,,>98 ,83 , >98,
Timor-Leste,55 ,48 , 65,"Children estimates were not available at the time of publication.",41 ,35 , 48,"Children estimates were not available at the time of publication.",,,,,57 ,49 , 67,"Children estimates were not available at the time of publication.",52 ,45 , 61,"Children estimates were not available at the time of publication.",,,,,56 ,49 , 66,"Children estimates were not available at the time of publication.",49 ,43 , 58,"Children estimates were not available at the time of publication.",,,,,59 ,52 , 70,"Children estimates were not available at the time of publication.",53 ,47 , 63,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",63 ,55 , 74,"Children estimates were not available at the time of publication.",59 ,52 , 69,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",65 ,57 , 76,"Children estimates were not available at the time of publication.",64 ,56 , 74,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",66 ,58 , 76,"Children estimates were not available at the time of publication.",66 ,58 , 76,"Children estimates were not available at the time of publication.",70 ,61 , 81,"Children estimates were not available at the time of publication.",73 ,63 , 84,"Children estimates were not available at the time of publication.",69 ,60 , 80,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",83 ,72 , 96,"Children estimates were not available at the time of publication.",64 ,55 , 74,"Children estimates were not available at the time of publication.",66 ,57 , 76,"Children estimates were not available at the time of publication.",90 ,77 , >98,"Children estimates were not available at the time of publication.",64 ,55 , 74,"Children estimates were not available at the time of publication.",73 ,63 , 85,"Children estimates were not available at the time of publication."
Togo,72 ,62 , 84,,70 ,60 , 81,,,,,,75 ,65 , 88,,81 ,69 , 95,,,,,,79 ,68 , 93,,92 ,79 , >98,,... ,... , ...,,82 ,70 , 97,,90 ,77 , >98,,... ,... , ...,,85 ,73 , >98,,>98 ,84 , >98,,... ,... , ...,,90 ,76 , >98,,>98 ,85 , >98,,... ,... , ...,,91 ,76 , >98,,>98 ,84 , >98,,91 ,76 , >98,,91 ,76 , >98,,94 ,79 , >98,,91 ,76 , >98,,94 ,78 , >98,,>98 ,83 , >98,,91 ,76 , >98,,96 ,80 , >98,,>98 ,83 , >98,,93 ,77 , >98,
Trinidad and Tobago,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Tunisia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58 ,41 , 91,,,,,,,,,,,,,,33 ,24 , 52,,>98 ,71 , >98,,41 ,29 , 64,,33 ,24 , 53,,>98 ,71 , >98,,80 ,57 , >98,,37 ,26 , 60,,>98 ,71 , >98,,77 ,55 , >98,,34 ,24 , 56,,98 ,69 , >98,,98 ,69 , >98,,40 ,28 , 68,,81 ,57 , >98,,77 ,54 , >98,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Türkiye,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,88 ,84 , 95,,66 ,63 , 71,,... ,... , ...,,89 ,85 , 97,,72 ,68 , 78,,90 ,85 , 97,,91 ,87 , >98,,79 ,75 , 86,,91 ,86 , >98,,92 ,88 , >98,,82 ,78 , 90,,90 ,86 , >98,,92 ,87 , >98,,85 ,81 , 93,,92 ,87 , >98,,92 ,87 , >98,,86 ,82 , 95,,92 ,87 , >98,,92 ,87 , >98,,88 ,83 , 97,,95 ,90 , >98,,94 ,88 , >98,,89 ,84 , >98,,95 ,89 , >98,,95 ,89 , >98,,90 ,85 , >98,,95 ,90 , >98,,96 ,90 , >98,,91 ,86 , >98,,97 ,91 , >98,
