,2015,2015_lower, 2015_upper, 2015_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote
Iraq,29 ,24 , 36,"Children estimates were not available at the time of publication.",98 ,80 , >98,"Children estimates were not available at the time of publication.",,,,,35 ,29 , 44,"Children estimates were not available at the time of publication.",94 ,79 , >98,"Children estimates were not available at the time of publication.",,,,,44 ,37 , 56,"Children estimates were not available at the time of publication.",93 ,77 , >98,"Children estimates were not available at the time of publication.",,,,,53 ,43 , 67,"Children estimates were not available at the time of publication.",83 ,67 , >98,"Children estimates were not available at the time of publication.",,,,,66 ,52 , 85,"Children estimates were not available at the time of publication.",70 ,55 , 90,"Children estimates were not available at the time of publication.",,,,,76 ,58 , >98,"Children estimates were not available at the time of publication.",60 ,46 , 78,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",82 ,62 , >98,"Children estimates were not available at the time of publication.",62 ,47 , 84,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",83 ,63 , >98,"Children estimates were not available at the time of publication.",67 ,51 , 92,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",82 ,61 , >98,"Children estimates were not available at the time of publication.",69 ,52 , 93,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",84 ,61 , >98,"Children estimates were not available at the time of publication.",77 ,56 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Ireland,,,,,,,,,,,,,,,,,,,,,,,,,92 ,77 , >98,,88 ,74 , >98,,97 ,82 , >98,,92 ,78 , >98,,88 ,74 , >98,,97 ,81 , >98,,,,,,,,,,97 ,81 , >98,,,,,,,,,,97 ,81 , >98,,,,,,,,,,97 ,81 , >98,,90 ,76 , >98,,>98 ,83 , >98,,>98 ,83 , >98,,89 ,75 , >98,,>98 ,85 , >98,,>98 ,84 , >98,,,,,,,,,,,,,
Israel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,
Italy,,,,,,,,,,,,,87 ,70 , >98,,86 ,69 , >98,,,,,,87 ,70 , >98,,91 ,73 , >98,,,,,,90 ,72 , >98,,92 ,74 , >98,,,,,,93 ,75 , >98,,94 ,75 , >98,,93 ,74 , >98,,92 ,73 , >98,,94 ,75 , >98,,93 ,74 , >98,,91 ,72 , >98,,94 ,75 , >98,,93 ,75 , >98,,91 ,72 , >98,,94 ,75 , >98,,98 ,78 , >98,,90 ,72 , >98,,95 ,76 , >98,,>98 ,78 , >98,,,,,,,,,,,,,
Jamaica,... ,... , ...,,... ,... , ...,,63 ,57 , 68,,... ,... , ...,,... ,... , ...,,64 ,59 , 70,,... ,... , ...,,... ,... , ...,,68 ,63 , 75,,... ,... , ...,,... ,... , ...,,73 ,67 , 80,,... ,... , ...,,... ,... , ...,,79 ,74 , 88,,... ,... , ...,,... ,... , ...,,84 ,77 , 92,,... ,... , ...,,... ,... , ...,,88 ,81 , 98,,... ,... , ...,,... ,... , ...,,91 ,83 , >98,,... ,... , ...,,... ,... , ...,,92 ,84 , >98,,... ,... , ...,,... ,... , ...,,92 ,84 , >98,
Japan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,
Jordan,45 ,41 , 50,"Children estimates were not available at the time of publication.",87 ,79 , 96,"Children estimates were not available at the time of publication.",80 ,73 , 89,"Children estimates were not available at the time of publication.",50 ,45 , 55,"Children estimates were not available at the time of publication.",91 ,83 , >98,"Children estimates were not available at the time of publication.",79 ,73 , 88,"Children estimates were not available at the time of publication.",51 ,46 , 56,"Children estimates were not available at the time of publication.",94 ,86 , >98,"Children estimates were not available at the time of publication.",95 ,87 , >98,"Children estimates were not available at the time of publication.",54 ,50 , 60,"Children estimates were not available at the time of publication.",97 ,89 , >98,"Children estimates were not available at the time of publication.",92 ,84 , >98,"Children estimates were not available at the time of publication.",57 ,52 , 63,"Children estimates were not available at the time of publication.",>98 ,89 , >98,"Children estimates were not available at the time of publication.",92 ,84 , >98,"Children estimates were not available at the time of publication.",60 ,55 , 66,"Children estimates were not available at the time of publication.",96 ,87 , >98,"Children estimates were not available at the time of publication.",88 ,80 , 97,"Children estimates were not available at the time of publication.",55 ,50 , 60,"Children estimates were not available at the time of publication.",79 ,72 , 87,"Children estimates were not available at the time of publication.",,,,,68 ,62 , 75,"Children estimates were not available at the time of publication.",71 ,64 , 78,"Children estimates were not available at the time of publication.",95 ,86 , >98,"Children estimates were not available at the time of publication.",78 ,70 , 86,"Children estimates were not available at the time of publication.",72 ,65 , 79,"Children estimates were not available at the time of publication.",97 ,88 , >98,"Children estimates were not available at the time of publication.",87 ,78 , 96,"Children estimates were not available at the time of publication.",73 ,66 , 81,"Children estimates were not available at the time of publication.",98 ,88 , >98,"Children estimates were not available at the time of publication."
Kazakhstan,65 ,61 , 70,,40 ,38 , 43,,59 ,56 , 63,,70 ,66 , 75,,43 ,41 , 46,,60 ,56 , 64,,77 ,72 , 82,,53 ,50 , 57,,63 ,59 , 68,,82 ,77 , 88,,62 ,58 , 66,,66 ,62 , 70,,86 ,81 , 93,,66 ,62 , 71,,80 ,75 , 87,,90 ,84 , 98,,70 ,66 , 76,,83 ,77 , 89,,94 ,87 , >98,,73 ,68 , 79,,85 ,79 , 92,,>98 ,90 , >98,,77 ,71 , 84,,86 ,79 , 93,,>98 ,93 , >98,,82 ,75 , 89,,92 ,84 , >98,,>98 ,90 , >98,,89 ,81 , 97,,94 ,86 , >98,
Kenya,85 ,77 , 97,,69 ,62 , 78,,... ,... , ...,,90 ,81 , >98,,73 ,65 , 83,,... ,... , ...,,91 ,82 , >98,,79 ,71 , 90,,... ,... , ...,,93 ,83 , >98,,78 ,70 , 89,,... ,... , ...,,91 ,82 , >98,,77 ,69 , 88,,94 ,84 , >98,,92 ,82 , >98,,79 ,71 , 89,,94 ,85 , >98,,92 ,83 , >98,,85 ,76 , 96,,... ,... , ...,,93 ,83 , >98,,86 ,77 , 97,,94 ,85 , >98,,94 ,84 , >98,,87 ,78 , >98,,97 ,87 , >98,,95 ,85 , >98,,88 ,79 , >98,,94 ,85 , >98,
Kuwait,45 ,32 , 48,"Children estimates were not available at the time of publication.",71 ,51 , 77,"Children estimates were not available at the time of publication.",96 ,69 , >98,"Children estimates were not available at the time of publication.",47 ,34 , 50,"Children estimates were not available at the time of publication.",75 ,55 , 81,"Children estimates were not available at the time of publication.",96 ,70 , >98,"Children estimates were not available at the time of publication.",46 ,33 , 49,"Children estimates were not available at the time of publication.",78 ,57 , 84,"Children estimates were not available at the time of publication.",97 ,71 , >98,"Children estimates were not available at the time of publication.",46 ,34 , 50,"Children estimates were not available at the time of publication.",79 ,58 , 85,"Children estimates were not available at the time of publication.",97 ,72 , >98,"Children estimates were not available at the time of publication.",50 ,37 , 54,"Children estimates were not available at the time of publication.",85 ,63 , 92,"Children estimates were not available at the time of publication.",>98 ,73 , >98,"Children estimates were not available at the time of publication.",55 ,40 , 59,"Children estimates were not available at the time of publication.",92 ,69 , >98,"Children estimates were not available at the time of publication.",>98 ,73 , >98,"Children estimates were not available at the time of publication.",49 ,35 , 53,"Children estimates were not available at the time of publication.",>98 ,72 , >98,"Children estimates were not available at the time of publication.",>98 ,71 , >98,"Children estimates were not available at the time of publication.",57 ,41 , 62,"Children estimates were not available at the time of publication.",87 ,63 , 94,"Children estimates were not available at the time of publication.",>98 ,71 , >98,"Children estimates were not available at the time of publication.",72 ,51 , 77,"Children estimates were not available at the time of publication.",82 ,59 , 88,"Children estimates were not available at the time of publication.",>98 ,71 , >98,"Children estimates were not available at the time of publication.",,,,,,,,,>98 ,71 , >98,"Children estimates were not available at the time of publication."
Kyrgyzstan,80 ,74 , 89,,26 ,24 , 28,,58 ,53 , 64,,82 ,76 , 91,,30 ,28 , 33,,59 ,54 , 65,,83 ,77 , 91,,34 ,32 , 37,,64 ,59 , 70,,85 ,78 , 92,,38 ,35 , 41,,66 ,61 , 72,,85 ,78 , 92,,39 ,36 , 42,,79 ,73 , 85,,86 ,79 , 92,,42 ,39 , 45,,88 ,82 , 95,,87 ,80 , 94,,46 ,43 , 50,,88 ,82 , 96,,87 ,81 , 94,,50 ,47 , 55,,89 ,83 , 97,,87 ,80 , 94,,54 ,50 , 58,,91 ,84 , >98,,87 ,80 , 94,,55 ,51 , 60,,97 ,89 , >98,
Lao People's Democratic Republic,30 ,27 , 33,,82 ,75 , 91,,,,,,35 ,32 , 39,,79 ,72 , 87,,,,,,41 ,37 , 45,,81 ,73 , 89,,,,,,45 ,41 , 49,,82 ,74 , 89,,>98 ,89 , >98,,50 ,45 , 55,,80 ,73 , 88,,>98 ,90 , >98,,55 ,50 , 61,,79 ,72 , 87,,96 ,87 , >98,,60 ,54 , 66,,76 ,68 , 84,,>98 ,90 , >98,,65 ,59 , 72,,77 ,69 , 85,,>98 ,89 , >98,,72 ,64 , 80,,78 ,70 , 87,,>98 ,88 , >98,,73 ,66 , 81,,84 ,75 , 93,,>98 ,88 , >98,
Latvia,59 ,55 , 64,"Children estimates were not available at the time of publication.",27 ,25 , 29,"Children estimates were not available at the time of publication.",,,,,62 ,58 , 66,"Children estimates were not available at the time of publication.",46 ,43 , 49,"Children estimates were not available at the time of publication.",,,,,65 ,60 , 69,"Children estimates were not available at the time of publication.",53 ,49 , 57,"Children estimates were not available at the time of publication.",,,,,68 ,63 , 73,"Children estimates were not available at the time of publication.",58 ,55 , 63,"Children estimates were not available at the time of publication.",,,,,71 ,66 , 76,"Children estimates were not available at the time of publication.",64 ,59 , 69,"Children estimates were not available at the time of publication.",,,,,73 ,68 , 79,"Children estimates were not available at the time of publication.",64 ,59 , 68,"Children estimates were not available at the time of publication.",,,,,76 ,71 , 82,"Children estimates were not available at the time of publication.",62 ,58 , 67,"Children estimates were not available at the time of publication.",,,,,80 ,73 , 86,"Children estimates were not available at the time of publication.",61 ,56 , 66,"Children estimates were not available at the time of publication.",,,,,82 ,75 , 89,"Children estimates were not available at the time of publication.",61 ,56 , 66,"Children estimates were not available at the time of publication.",,,,,84 ,77 , 91,"Children estimates were not available at the time of publication.",60 ,55 , 65,"Children estimates were not available at the time of publication.",,,,
Lebanon,87 ,76 , >98,"Children estimates were not available at the time of publication.",63 ,55 , 71,"Children estimates were not available at the time of publication.",,,,,86 ,75 , 97,"Children estimates were not available at the time of publication.",74 ,65 , 84,"Children estimates were not available at the time of publication.",,,,,86 ,75 , >98,"Children estimates were not available at the time of publication.",85 ,74 , 97,"Children estimates were not available at the time of publication.",95 ,83 , >98,"Children estimates were not available at the time of publication.",86 ,74 , >98,"Children estimates were not available at the time of publication.",93 ,81 , >98,"Children estimates were not available at the time of publication.",94 ,82 , >98,"Children estimates were not available at the time of publication.",90 ,77 , >98,"Children estimates were not available at the time of publication.",>98 ,85 , >98,"Children estimates were not available at the time of publication.",96 ,82 , >98,"Children estimates were not available at the time of publication.",87 ,73 , >98,"Children estimates were not available at the time of publication.",>98 ,84 , >98,"Children estimates were not available at the time of publication.",>98 ,82 , >98,"Children estimates were not available at the time of publication.",83 ,68 , 96,"Children estimates were not available at the time of publication.",>98 ,83 , >98,"Children estimates were not available at the time of publication.",97 ,80 , >98,"Children estimates were not available at the time of publication.",82 ,68 , 95,"Children estimates were not available at the time of publication.",>98 ,81 , >98,"Children estimates were not available at the time of publication.",95 ,78 , >98,"Children estimates were not available at the time of publication.",82 ,68 , 95,"Children estimates were not available at the time of publication.",>98 ,80 , >98,"Children estimates were not available at the time of publication.",93 ,76 , >98,"Children estimates were not available at the time of publication.",82 ,68 , 96,"Children estimates were not available at the time of publication.",97 ,80 , >98,"Children estimates were not available at the time of publication.",96 ,79 , >98,"Children estimates were not available at the time of publication."
Lesotho,89 ,82 , >98,,53 ,48 , 62,,,,,,94 ,86 , >98,,60 ,56 , 71,,,,,,96 ,89 , >98,,64 ,59 , 75,,,,,,97 ,89 , >98,,69 ,64 , 80,,91 ,84 , >98,,98 ,90 , >98,,75 ,69 , 86,,94 ,87 , >98,,97 ,89 , >98,,79 ,73 , 92,,97 ,90 , >98,,96 ,89 , >98,,83 ,77 , 97,,98 ,90 , >98,,96 ,88 , >98,,85 ,79 , >98,,98 ,90 , >98,,95 ,88 , >98,,89 ,82 , >98,,>98 ,91 , >98,,95 ,88 , >98,,93 ,86 , >98,,>98 ,92 , >98,
Liberia,44 ,38 , 53,,38 ,32 , 45,,,,,,44 ,38 , 53,,34 ,29 , 40,,,,,,47 ,40 , 56,,39 ,33 , 47,,,,,,50 ,43 , 61,,56 ,48 , 68,,... ,... , ...,,54 ,46 , 65,,58 ,50 , 71,,... ,... , ...,,58 ,49 , 71,,67 ,57 , 82,,... ,... , ...,,63 ,53 , 77,,80 ,68 , >98,,79 ,67 , 97,,70 ,59 , 86,,92 ,77 , >98,,84 ,71 , >98,,77 ,65 , 97,,>98 ,82 , >98,,94 ,79 , >98,,86 ,71 , >98,,>98 ,83 , >98,,... ,... , ...,
Libya,79 ,73 , 85,,86 ,79 , 92,,... ,... , ...,,83 ,76 , 89,,85 ,78 , 92,,... ,... , ...,,86 ,78 , 92,,83 ,76 , 89,,... ,... , ...,,89 ,82 , 97,,86 ,79 , 93,,... ,... , ...,,82 ,75 , 89,,64 ,59 , 70,,... ,... , ...,,86 ,78 , 93,,56 ,51 , 61,,... ,... , ...,,88 ,80 , 96,,54 ,49 , 58,,... ,... , ...,,89 ,80 , 97,,52 ,47 , 57,,... ,... , ...,,91 ,81 , >98,,54 ,48 , 60,,... ,... , ...,,91 ,81 , >98,,... ,... , ...,,,,,
Lithuania,64 ,59 , 69,"Children estimates were not available at the time of publication.",35 ,32 , 38,"Children estimates were not available at the time of publication.",,,,,64 ,59 , 69,"Children estimates were not available at the time of publication.",38 ,35 , 41,"Children estimates were not available at the time of publication.",,,,,67 ,61 , 72,"Children estimates were not available at the time of publication.",44 ,40 , 47,"Children estimates were not available at the time of publication.",91 ,83 , 98,"Children estimates were not available at the time of publication.",70 ,64 , 75,"Children estimates were not available at the time of publication.",55 ,51 , 59,"Children estimates were not available at the time of publication.",86 ,78 , 92,"Children estimates were not available at the time of publication.",70 ,64 , 76,"Children estimates were not available at the time of publication.",58 ,53 , 63,"Children estimates were not available at the time of publication.",93 ,85 , >98,"Children estimates were not available at the time of publication.",72 ,64 , 78,"Children estimates were not available at the time of publication.",54 ,49 , 59,"Children estimates were not available at the time of publication.",94 ,85 , >98,"Children estimates were not available at the time of publication.",73 ,65 , 80,"Children estimates were not available at the time of publication.",54 ,48 , 59,"Children estimates were not available at the time of publication.",96 ,86 , >98,"Children estimates were not available at the time of publication.",75 ,66 , 85,"Children estimates were not available at the time of publication.",57 ,49 , 63,"Children estimates were not available at the time of publication.",95 ,83 , >98,"Children estimates were not available at the time of publication.",77 ,66 , 89,"Children estimates were not available at the time of publication.",60 ,51 , 69,"Children estimates were not available at the time of publication.",95 ,81 , >98,"Children estimates were not available at the time of publication.",77 ,64 , 92,"Children estimates were not available at the time of publication.",65 ,54 , 77,"Children estimates were not available at the time of publication.",95 ,79 , >98,"Children estimates were not available at the time of publication."
Luxembourg,76 ,64 , 86,"Children estimates were not available at the time of publication.",86 ,72 , 98,"Children estimates were not available at the time of publication.",97 ,82 , >98,"Children estimates were not available at the time of publication.",77 ,64 , 87,"Children estimates were not available at the time of publication.",88 ,74 , >98,"Children estimates were not available at the time of publication.",97 ,81 , >98,"Children estimates were not available at the time of publication.",79 ,67 , 90,"Children estimates were not available at the time of publication.",89 ,75 , >98,"Children estimates were not available at the time of publication.",>98 ,83 , >98,"Children estimates were not available at the time of publication.",78 ,66 , 90,"Children estimates were not available at the time of publication.",90 ,75 , >98,"Children estimates were not available at the time of publication.",98 ,82 , >98,"Children estimates were not available at the time of publication.",79 ,67 , 91,"Children estimates were not available at the time of publication.",90 ,76 , >98,"Children estimates were not available at the time of publication.",98 ,82 , >98,"Children estimates were not available at the time of publication.",81 ,69 , 94,"Children estimates were not available at the time of publication.",89 ,75 , >98,"Children estimates were not available at the time of publication.",>98 ,83 , >98,"Children estimates were not available at the time of publication.",84 ,71 , 97,"Children estimates were not available at the time of publication.",90 ,77 , >98,"Children estimates were not available at the time of publication.",>98 ,84 , >98,"Children estimates were not available at the time of publication.",86 ,72 , >98,"Children estimates were not available at the time of publication.",96 ,81 , >98,"Children estimates were not available at the time of publication.",96 ,81 , >98,"Children estimates were not available at the time of publication.",91 ,78 , >98,"Children estimates were not available at the time of publication.",89 ,76 , >98,"Children estimates were not available at the time of publication.",96 ,83 , >98,"Children estimates were not available at the time of publication.",83 ,71 , 98,"Children estimates were not available at the time of publication.",>98 ,86 , >98,"Children estimates were not available at the time of publication.",>98 ,85 , >98,"Children estimates were not available at the time of publication."
