,2015,2015_lower, 2015_upper, 2015_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2023,2023_lower, 2023_upper, 2023_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote, 2024,2024_lower, 2024_upper, 2024_Footnote
Bolivia (Plurinational State of),,,,,,,,,,,,,,,,,,,,,70 ,60 , 85,,,,,,,,,,69 ,59 , 84,,,,,,,,,,76 ,64 , 91,,,,,,,,,,77 ,66 , 93,,,,,,,,,,80 ,68 , 96,,,,,,,,,,84 ,72 , >98,,,,,,,,,,84 ,71 , >98,,,,,,,,,,82 ,70 , 97,,,,,,,,,,85 ,73 , >98,
Bosnia and Herzegovina,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,
Botswana,83 ,78 , 86,,88 ,82 , 92,,,,,,85 ,80 , 89,,90 ,85 , 94,,,,,,88 ,83 , 92,,90 ,85 , 95,,,,,,92 ,87 , 97,,92 ,87 , 96,,97 ,92 , >98,,94 ,89 , >98,,92 ,87 , 96,,96 ,91 , >98,,94 ,89 , >98,,94 ,89 , >98,,>98 ,93 , >98,,96 ,91 , >98,,96 ,91 , >98,,>98 ,93 , >98,,96 ,91 , >98,,97 ,91 , >98,,>98 ,94 , >98,,97 ,91 , >98,,97 ,92 , >98,,>98 ,93 , >98,,97 ,91 , >98,,>98 ,92 , >98,,>98 ,93 , >98,
Brazil,68 ,62 , 72,,93 ,85 , >98,,90 ,83 , 96,,70 ,65 , 75,,91 ,84 , 97,,91 ,84 , 97,,73 ,67 , 78,,91 ,83 , 97,,92 ,84 , >98,,76 ,69 , 81,,90 ,82 , 96,,94 ,85 , >98,,78 ,71 , 83,,89 ,81 , 95,,94 ,86 , >98,,79 ,72 , 85,,86 ,78 , 92,,95 ,87 , >98,,81 ,74 , 87,,85 ,77 , 91,,95 ,87 , >98,,84 ,76 , 90,,83 ,75 , 89,,95 ,86 , >98,,86 ,78 , 93,,82 ,75 , 88,,95 ,86 , >98,,89 ,80 , 95,,82 ,74 , 87,,96 ,86 , >98,
Bulgaria,74 ,63 , 83,"Children estimates were not available at the time of publication.",45 ,39 , 51,"Children estimates were not available at the time of publication.",96 ,82 , >98,"Children estimates were not available at the time of publication.",77 ,65 , 86,"Children estimates were not available at the time of publication.",49 ,42 , 55,"Children estimates were not available at the time of publication.",96 ,81 , >98,"Children estimates were not available at the time of publication.",80 ,67 , 89,"Children estimates were not available at the time of publication.",55 ,47 , 62,"Children estimates were not available at the time of publication.",92 ,78 , >98,"Children estimates were not available at the time of publication.",82 ,69 , 92,"Children estimates were not available at the time of publication.",62 ,52 , 69,"Children estimates were not available at the time of publication.",90 ,76 , >98,"Children estimates were not available at the time of publication.",83 ,70 , 93,"Children estimates were not available at the time of publication.",66 ,55 , 74,"Children estimates were not available at the time of publication.",95 ,80 , >98,"Children estimates were not available at the time of publication.",84 ,71 , 94,"Children estimates were not available at the time of publication.",66 ,56 , 74,"Children estimates were not available at the time of publication.",95 ,80 , >98,"Children estimates were not available at the time of publication.",85 ,72 , 95,"Children estimates were not available at the time of publication.",67 ,57 , 75,"Children estimates were not available at the time of publication.",>98 ,83 , >98,"Children estimates were not available at the time of publication.",87 ,74 , 97,"Children estimates were not available at the time of publication.",69 ,59 , 77,"Children estimates were not available at the time of publication.",97 ,82 , >98,"Children estimates were not available at the time of publication.",87 ,74 , 97,"Children estimates were not available at the time of publication.",70 ,59 , 78,"Children estimates were not available at the time of publication.",95 ,80 , >98,"Children estimates were not available at the time of publication.",88 ,74 , 97,"Children estimates were not available at the time of publication.",71 ,60 , 79,"Children estimates were not available at the time of publication.",95 ,80 , >98,"Children estimates were not available at the time of publication."
Burkina Faso,66 ,57 , 76,,80 ,69 , 93,,,,,,69 ,59 , 80,,85 ,73 , 98,,,,,,72 ,62 , 83,,88 ,76 , >98,,... ,... , ...,,74 ,63 , 84,,85 ,73 , 97,,... ,... , ...,,78 ,67 , 90,,93 ,80 , >98,,... ,... , ...,,78 ,66 , 89,,85 ,73 , >98,,... ,... , ...,,79 ,68 , 91,,90 ,77 , >98,,90 ,77 , >98,,81 ,70 , 94,,93 ,80 , >98,,86 ,74 , >98,,83 ,71 , 96,,95 ,82 , >98,,92 ,79 , >98,,85 ,73 , >98,,96 ,83 , >98,,90 ,77 , >98,
Burundi,76 ,67 , 87,,65 ,58 , 74,,,,,,79 ,71 , 92,,77 ,69 , 89,,,,,,82 ,73 , 95,,84 ,75 , 97,,,,,,85 ,76 , >98,,88 ,79 , >98,,... ,... , ...,,88 ,78 , >98,,94 ,84 , >98,,... ,... , ...,,90 ,80 , >98,,96 ,86 , >98,,90 ,80 , >98,,91 ,81 , >98,,97 ,87 , >98,,93 ,83 , >98,,92 ,82 , >98,,98 ,88 , >98,,93 ,84 , >98,,93 ,83 , >98,,>98 ,88 , >98,,89 ,80 , >98,,94 ,85 , >98,,>98 ,89 , >98,,93 ,84 , >98,
Cabo Verde,52 ,46 , 62,,>98 ,88 , >98,,,,,,53 ,46 , 62,,>98 ,88 , >98,,,,,,60 ,52 , 70,,>98 ,88 , >98,,,,,,68 ,59 , 81,,>98 ,87 , >98,,,,,,71 ,62 , 84,,>98 ,87 , >98,,48 ,41 , 56,,76 ,65 , 90,,>98 ,86 , >98,,33 ,28 , 39,,81 ,69 , 97,,>98 ,85 , >98,,52 ,44 , 62,,79 ,66 , 95,,>98 ,84 , >98,,71 ,60 , 86,,77 ,63 , 93,,>98 ,83 , >98,,76 ,63 , 92,,80 ,66 , >98,,>98 ,82 , >98,,69 ,57 , 85,
Cambodia,69 ,61 , 78,,96 ,84 , >98,,,,,,71 ,62 , 80,,98 ,86 , >98,,,,,,73 ,64 , 83,,>98 ,87 , >98,,94 ,82 , >98,,76 ,67 , 87,,>98 ,87 , >98,,96 ,83 , >98,,80 ,69 , 91,,>98 ,86 , >98,,97 ,84 , >98,,81 ,70 , 93,,>98 ,86 , >98,,97 ,84 , >98,,81 ,70 , 93,,>98 ,86 , >98,,97 ,84 , >98,,84 ,72 , 98,,>98 ,85 , >98,,98 ,83 , >98,,88 ,74 , >98,,>98 ,84 , >98,,>98 ,83 , >98,,92 ,76 , >98,,>98 ,83 , >98,,>98 ,82 , >98,
Cameroon,50 ,46 , 54,,60 ,55 , 65,,,,,,56 ,52 , 61,,65 ,60 , 70,,,,,,64 ,59 , 69,,72 ,66 , 78,,... ,... , ...,,68 ,63 , 75,,77 ,71 , 84,,... ,... , ...,,72 ,66 , 79,,81 ,75 , 89,,... ,... , ...,,76 ,69 , 84,,87 ,79 , 96,,85 ,77 , 93,,81 ,74 , 90,,90 ,82 , >98,,93 ,84 , >98,,86 ,78 , 97,,93 ,85 , >98,,89 ,81 , >98,,90 ,82 , >98,,95 ,86 , >98,,93 ,85 , >98,,92 ,83 , >98,,96 ,87 , >98,,93 ,84 , >98,
Canada,,,,,,,,,,,,,86 ,72 , 98,,85 ,71 , 96,,92 ,76 , >98,,,,,,,,,,,,,,87 ,72 , >98,,87 ,72 , >98,,94 ,78 , >98,,,,,,,,,,,,,,89 ,73 , >98,,89 ,73 , >98,,95 ,78 , >98,,,,,,,,,,,,,,89 ,74 , >98,,85 ,71 , 98,,95 ,79 , >98,,,,,,,,,,,,,,,,,,,,,,,,,
Central African Republic,74 ,62 , 86,,33 ,28 , 38,,,,,,73 ,60 , 85,,39 ,33 , 46,,,,,,74 ,61 , 88,,46 ,38 , 54,,,,,,77 ,64 , 93,,48 ,40 , 58,,... ,... , ...,,78 ,64 , 95,,58 ,48 , 70,,... ,... , ...,,80 ,65 , >98,,62 ,51 , 76,,... ,... , ...,,81 ,66 , >98,,69 ,56 , 86,,... ,... , ...,,88 ,71 , >98,,69 ,56 , 88,,... ,... , ...,,85 ,67 , >98,,74 ,59 , 96,,... ,... , ...,,85 ,66 , >98,,78 ,62 , >98,,... ,... , ...,
Chad,42 ,35 , 50,,73 ,61 , 86,,,,,,47 ,39 , 56,,72 ,60 , 87,,,,,,51 ,42 , 61,,73 ,61 , 87,,... ,... , ...,,54 ,45 , 65,,73 ,61 , 87,,... ,... , ...,,58 ,48 , 69,,73 ,61 , 87,,... ,... , ...,,62 ,52 , 74,,75 ,62 , 89,,... ,... , ...,,65 ,54 , 78,,78 ,64 , 93,,... ,... , ...,,68 ,56 , 81,,79 ,66 , 95,,... ,... , ...,,71 ,59 , 85,,82 ,68 , 98,,... ,... , ...,,74 ,61 , 88,,89 ,74 , >98,,... ,... , ...,
Chile,92 ,80 , >98,,62 ,54 , 67,,84 ,73 , 90,,93 ,81 , >98,,67 ,59 , 73,,91 ,79 , 98,,94 ,82 , >98,,74 ,65 , 80,,91 ,79 , 98,,94 ,82 , >98,,79 ,69 , 85,,91 ,79 , >98,,94 ,82 , >98,,81 ,71 , 87,,91 ,80 , >98,,94 ,83 , >98,,81 ,71 , 88,,90 ,79 , 98,,95 ,83 , >98,,80 ,70 , 86,,97 ,85 , >98,,95 ,83 , >98,,80 ,70 , 87,,97 ,85 , >98,,95 ,83 , >98,,78 ,68 , 85,,94 ,82 , >98,,95 ,83 , >98,,75 ,65 , 81,,95 ,83 , >98,
China,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",,,,,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Colombia,45 ,37 , 55,,91 ,75 , >98,,82 ,68 , >98,,49 ,41 , 61,,92 ,75 , >98,,83 ,68 , >98,,55 ,45 , 69,,82 ,67 , >98,,85 ,69 , >98,,60 ,49 , 75,,84 ,68 , >98,,87 ,70 , >98,,65 ,52 , 82,,90 ,73 , >98,,88 ,71 , >98,,67 ,54 , 86,,90 ,73 , >98,,90 ,72 , >98,,68 ,55 , 88,,88 ,71 , >98,,90 ,72 , >98,,76 ,61 , >98,,83 ,67 , >98,,91 ,73 , >98,,82 ,65 , >98,,81 ,64 , >98,,92 ,73 , >98,,79 ,62 , >98,,... ,... , ...,,,,,
Comoros,36 ,21 , 73,"Children estimates were not available at the time of publication.",88 ,52 , >98,"Children estimates were not available at the time of publication.",,,,,42 ,25 , 87,"Children estimates were not available at the time of publication.",81 ,49 , >98,"Children estimates were not available at the time of publication.",,,,,46 ,28 , 97,"Children estimates were not available at the time of publication.",81 ,50 , >98,"Children estimates were not available at the time of publication.",,,,,50 ,31 , >98,"Children estimates were not available at the time of publication.",86 ,53 , >98,"Children estimates were not available at the time of publication.",93 ,57 , >98,"Children estimates were not available at the time of publication.",57 ,35 , >98,"Children estimates were not available at the time of publication.",94 ,57 , >98,"Children estimates were not available at the time of publication.",83 ,50 , >98,"Children estimates were not available at the time of publication.",62 ,37 , >98,"Children estimates were not available at the time of publication.",92 ,56 , >98,"Children estimates were not available at the time of publication.",78 ,47 , >98,"Children estimates were not available at the time of publication.",64 ,38 , >98,"Children estimates were not available at the time of publication.",91 ,54 , >98,"Children estimates were not available at the time of publication.",82 ,49 , >98,"Children estimates were not available at the time of publication.",66 ,39 , >98,"Children estimates were not available at the time of publication.",93 ,55 , >98,"Children estimates were not available at the time of publication.",88 ,52 , >98,"Children estimates were not available at the time of publication.",72 ,42 , >98,"Children estimates were not available at the time of publication.",94 ,56 , >98,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",85 ,50 , >98,"Children estimates were not available at the time of publication.",>98 ,57 , >98,"Children estimates were not available at the time of publication.",86 ,50 , >98,"Children estimates were not available at the time of publication."
